AdoptionLikelihood,AgeMonths,Size,WeightKg,Vaccinated,HealthCondition,TimeInShelterDays,AdoptionFee,PreviousOwner,PetType_Bird,PetType_Cat,PetType_Dog,PetType_Rabbit,Breed_Golden Retriever,Breed_Labrador,Breed_Parakeet,Breed_Persian,Breed_Poodle,Breed_Rabbit,Breed_Siamese,Color_Black,Color_Brown,Color_Gray,Color_Orange,Color_White
0,0.3202247191011236,1.0,0.5362602309586647,0.0,0.0,0.7159090909090909,0.8476953907815631,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.011235955056179775,1.0,0.502393597934417,1.0,0.0,0.5568181818181818,0.7394789579158316,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.47752808988764045,0.485,0.2573512608926108,1.0,0.0,0.32954545454545453,0.811623246492986,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.38764044943820225,1.0,0.7012818317954016,1.0,0.0,0.23863636363636365,0.8276553106212425,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.7247191011235955,0.0,0.013756141170776882,1.0,0.0,0.2727272727272727,0.3787575150300601,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.9606741573033708,1.0,0.048923188628647585,1.0,0.0,0.3068181818181818,0.14428857715430862,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.0056179775280898875,1.0,0.5991974091584867,1.0,1.0,0.9431818181818182,0.34468937875751504,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.5674157303370787,0.5,0.3413126913494054,0.0,0.0,0.4318181818181818,0.06813627254509018,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.19101123595505617,1.0,0.9534308842691069,0.0,1.0,0.75,0.4188376753507014,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.5449438202247191,0.5,0.9032661609842855,1.0,0.0,0.045454545454545456,0.5951903807615231,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.16292134831460675,1.0,0.713634143621852,1.0,1.0,0.7272727272727273,0.26452905811623245,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.6460674157303371,0.0,0.8181548115971002,1.0,0.0,0.1590909090909091,0.5651302605210421,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.03932584269662921,0.0,0.6672236145909951,1.0,0.0,0.75,0.39478957915831664,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,0.8370786516853933,1.0,0.1250519104999575,1.0,0.0,0.4431818181818182,0.46388777555110217,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.24157303370786518,1.0,0.7655116294363568,0.0,0.0,0.7727272727272727,0.06212424849699399,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.19662921348314608,0.395,0.20972767729905015,1.0,0.0,0.8636363636363636,0.27054108216432865,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.42696629213483145,1.0,0.3230667723406773,0.0,0.0,0.4772727272727273,0.49498997995991983,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.16853932584269662,0.5,0.8192442904827851,1.0,0.0,0.0,0.717434869739479,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.25842696629213485,0.5,0.5363154911711236,0.0,0.0,0.23863636363636365,0.6813627254509018,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.30337078651685395,0.5,0.8599824979757833,1.0,0.0,0.6931818181818182,0.2905811623246493,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.5898876404494382,0.5,0.21257324304801878,0.0,0.0,0.8863636363636364,0.6673346693386774,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.8820224719101124,0.5,0.6076238186693511,1.0,0.0,0.2840909090909091,0.2845691382765531,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.6741573033707865,1.0,0.0832282301327504,1.0,1.0,0.19318181818181818,0.46693386773547096,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.30337078651685395,1.0,0.6429338544196531,1.0,0.0,0.5340909090909091,0.8196392785571143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.8033707865168539,0.5,0.7624999536192996,1.0,0.0,0.09090909090909091,0.87374749498998,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.06179775280898876,1.0,0.5847584785839784,1.0,1.0,0.0,0.08617234468937876,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.8089887640449438,1.0,0.2658108580562352,1.0,0.0,0.09090909090909091,0.06212424849699399,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.8033707865168539,0.5,0.03073907559661995,1.0,0.0,0.25,0.46092184368737477,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.7808988764044944,1.0,0.11891391472296134,0.0,0.0,0.5,0.05410821643286573,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.7584269662921348,1.0,0.6221596719861876,1.0,0.0,0.011363636363636364,0.845691382765531,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.011235955056179775,1.0,0.9345200111048944,0.0,0.0,0.14772727272727273,0.9819639278557114,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.8033707865168539,0.5,0.2060672637543199,0.0,0.0,0.42045454545454547,0.3186372745490982,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.16292134831460675,1.0,0.7349706396507117,1.0,0.0,0.4431818181818182,0.6653306613226453,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.12359550561797752,0.0,0.8664979178111674,1.0,0.0,0.7045454545454546,0.41282565130260523,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.5112359550561798,0.0,0.5206598768967299,1.0,0.0,0.9204545454545454,0.03406813627254509,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.6404494382022472,0.5,0.6691590670757109,1.0,1.0,0.17045454545454544,0.20440881763527055,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.5786516853932584,0.0,0.8150221090503256,0.0,0.0,0.8409090909090909,0.13827655310621242,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.6573033707865169,0.5,0.2602501865823193,0.0,1.0,0.056818181818181816,0.23647294589178355,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.02247191011235955,0.0,0.29649891448488036,1.0,1.0,0.022727272727272728,0.27655310621242485,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.5786516853932584,0.0,0.0,1.0,0.0,0.14772727272727273,0.3186372745490982,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.601123595505618,0.0,0.9632162586502294,0.0,0.0,0.7386363636363636,0.46292585170340683,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.3595505617977528,0.5,0.917631545036062,1.0,0.0,0.8409090909090909,0.29458917835671344,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.6741573033707865,0.5,0.7645357640177146,1.0,1.0,0.9659090909090909,0.7054108216432866,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.16292134831460675,1.0,0.07850960618757152,1.0,0.0,0.75,0.8476953907815631,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.8314606741573034,0.5,0.44722343461148467,1.0,1.0,0.3409090909090909,0.7835671342685371,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.46629213483146065,0.0,0.1013431098622918,1.0,0.0,0.36363636363636365,0.4849699398797595,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.8370786516853933,0.0,0.015304661826285416,1.0,0.0,0.9886363636363636,0.06813627254509018,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.17415730337078653,0.5,0.6160348913786357,0.0,0.0,0.0,0.6492985971943888,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.898876404494382,0.5,0.9609497808961185,1.0,0.0,0.48863636363636365,0.7635270541082164,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,0.08426966292134831,0.5,0.9029432423750923,1.0,0.0,0.1590909090909091,0.7094188376753507,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.20786516853932585,1.0,0.6966694967685033,0.0,0.0,0.4090909090909091,0.47695390781563124,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.7921348314606742,0.0,0.09608785003328621,1.0,0.0,0.29545454545454547,0.6673346693386774,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.19662921348314608,1.0,0.2737495727101841,1.0,0.0,0.5340909090909091,0.2965931863727455,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.8426966292134831,1.0,0.3196780067439116,1.0,1.0,0.29545454545454547,0.22044088176352705,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.6348314606741573,0.0,0.7631164533939261,0.0,1.0,0.125,0.8156312625250501,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.3651685393258427,0.0,0.8022460283415912,1.0,0.0,0.75,0.03206412825651302,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.5842696629213483,0.5,0.3847780684129842,1.0,0.0,0.32954545454545453,0.8036072144288577,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.47191011235955055,0.5,0.41758147201586215,0.0,0.0,0.9772727272727273,0.45090180360721444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,0.0056179775280898875,1.0,0.04391570101441354,1.0,0.0,0.7386363636363636,0.2785571142284569,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0.4157303370786517,0.5,0.2887339153530909,1.0,0.0,0.06818181818181818,0.2865731462925852,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.3707865168539326,0.5,0.45100866803133827,1.0,0.0,0.375,0.5190380761523046,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.8426966292134831,0.0,0.11644615655649881,0.0,1.0,0.3522727272727273,0.43286573146292584,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.8595505617977528,0.0,0.4529924955664249,1.0,1.0,0.4318181818181818,0.3226452905811623,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.30337078651685395,0.5,0.8532123270147186,1.0,0.0,0.4772727272727273,0.18236472945891782,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0.028089887640449437,0.0,0.5811457926775111,1.0,0.0,0.4772727272727273,0.3466933867735471,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.9101123595505618,0.5,0.0783633264038551,1.0,0.0,0.875,0.6613226452905812,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.8370786516853933,0.36,0.1911926020777825,1.0,0.0,0.022727272727272728,0.4088176352705411,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.9550561797752809,0.0,0.47428595707786214,0.0,0.0,0.5113636363636364,0.8296593186372746,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.797752808988764,0.0,0.36114069893870254,1.0,0.0,0.3522727272727273,0.3046092184368738,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.47752808988764045,0.0,0.35837841885735333,1.0,0.0,0.4772727272727273,0.20440881763527055,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.33146067415730335,0.5,0.5290516776975941,1.0,1.0,0.9090909090909091,0.4028056112224449,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.5617977528089888,1.0,0.5842230895163176,0.0,0.0,0.022727272727272728,0.5591182364729459,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.06179775280898876,0.0,0.7968542230908462,1.0,1.0,0.8295454545454546,0.1282565130260521,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.2696629213483146,0.5,0.34060412953951835,1.0,1.0,0.7045454545454546,0.23246492985971945,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.2303370786516854,0.5,0.8054656378794757,1.0,1.0,0.4431818181818182,0.3046092184368738,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.9269662921348315,0.0,0.3382469606708015,0.0,0.0,0.19318181818181818,0.3106212424849699,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.4550561797752809,0.37,0.054848159107053734,0.0,0.0,0.75,0.32665330661322645,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0,0.9662921348314607,0.0,0.5539912903645674,0.0,0.0,0.6931818181818182,0.1623246492985972,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.19101123595505617,0.5,0.5877322238831953,1.0,0.0,0.10227272727272728,0.01002004008016032,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.8820224719101124,1.0,0.934640133372055,0.0,0.0,0.5795454545454546,0.6432865731462926,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.8820224719101124,0.5,0.7259988341017649,0.0,0.0,0.8181818181818182,0.13226452905811623,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.7471910112359551,0.0,0.917859480329846,0.0,0.0,0.5113636363636364,0.4749498997995992,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.3707865168539326,1.0,0.9084266968057774,1.0,0.0,0.6136363636363636,0.14228456913827656,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.4438202247191011,0.5,0.6044169945388208,0.0,1.0,0.5113636363636364,0.18837675350701402,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,0.033707865168539325,0.5,0.5275451223804176,1.0,0.0,0.8409090909090909,0.6072144288577155,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.07303370786516854,0.5,0.5572471404608047,0.0,0.0,0.6704545454545454,0.9338677354709419,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.4044943820224719,0.0,0.9784648029469075,1.0,0.0,0.2840909090909091,0.9959919839679359,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,0.797752808988764,1.0,0.7731418899132787,1.0,0.0,0.29545454545454547,0.6513026052104208,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.8314606741573034,0.0,0.10572066761438349,1.0,0.0,0.42045454545454547,0.15430861723446893,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.9101123595505618,0.0,0.7784067024046151,1.0,0.0,0.23863636363636365,0.13226452905811623,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0.3651685393258427,0.0,0.17004287189992462,1.0,0.0,0.2840909090909091,0.35070140280561124,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.5056179775280899,1.0,0.4470709752627383,1.0,0.0,0.9659090909090909,0.6412825651302605,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,0.7247191011235955,0.0,0.20999558926515782,1.0,0.0,0.7727272727272727,0.342685370741483,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,0.9101123595505618,0.0,0.6894921614461932,1.0,0.0,0.38636363636363635,0.9559118236472945,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1,0.10674157303370786,0.0,0.8773650483401163,1.0,0.0,0.7386363636363636,0.5090180360721442,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
